Specialty,"Specialty
Code
HBP 2022","Package
Code
HBP 2022","AB PMJAY Package
Name","Procedure code
HBP 2022",Procedure Name 2022,Tier3 (Z),Tier2 (Y),Tier1 (X),Implant mapped.,implant cost,"Stratification
remarks",,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0117,"Replacement Surgery
For Corrosive Injury
Stomach",SG0117A,"Replacement Surgery For
Corrosive Injury Stomach",50000,58500,62500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0118,"Choledochoduodenost
omy Or Choledocho
Jejunostomy",SG0118A,"Choledochoduodenostom
y Or Choledocho
Jejunostomy",35000,41000,43800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0119,"Hepatico Jejunostomy
for biliary stricture",SG0119A,"Hepatico Jejunostomy for
biliary stricture",45000,52700,56300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG011,"Surgical Management
of PseudoCyst",SG011A,CystoJejunostomy - Open,22500,26400,28200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG011,"Surgical Management
of PseudoCyst",SG011B,CystoJejunostomy - Lap,22500,26400,28200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG011,"Surgical Management
of PseudoCyst",SG011C,Cystogastrostomy - Open,26300,30800,32900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG011,"Surgical Management
of PseudoCyst",SG011D,Cystogastrostomy - Lap,26300,30800,32900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0120,"I Stage- Sub Total
Colectomy + Ileostomy
+ J - Pouch",SG0120A,"I Stage- Sub Total
Colectomy + Ileostomy + J
- Pouch",80000,93600,100000,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0121,"Pancreatic
Necrosectomy",SG0121A,Pancreatic Necrosectomy,60000,70200,75000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0122,"Distal Pancreatectomy
+ Splenectomy",SG0122A,"Distal Pancreatectomy +
Splenectomy",60000,70200,75000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0123,"Heller Myotomy
(Lap./Open)",SG0123A,"Heller Myotomy
(Lap./Open)",30000,35100,37500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG0124,"I Stage-Sub Total
Colectomy + Ileostomy",SG0124A,"I Stage-Sub Total
Colectomy + Ileostomy",40000,46800,50000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery",SG,SG012,Feeding Jejunostomy,SG012A,Feeding Jejunostomy,15000,17600,18800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG013,Ileostomy,SG013A,Ileostomy,16500,19400,20700,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG014,"Congenital Atresia &
Stenosis of Small
Intestine",SG014A,"Congenital Atresia &
Stenosis of Small Intestine",37500,42600,45000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG015,"Operation for
Duplication of Intestine",SG015A,"Operation for Duplication
of Intestine",25400,28800,30400,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG016,Diverticulectomy,SG016A,"Excision Duodenal
Diverticulum",25000,29300,31300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG016,Diverticulectomy,SG016B,"Excision Meckel's
Diverticulum",16900,19800,21100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG017,Appendicectomy,SG017A,Appendicectomy- Open,20000,23400,25000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG017,Appendicectomy,SG017B,Lap- Appendicectomy,20000,23400,25000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG018,"Appendicular
Perforation",SG018A,Appendicular Perforation,20000,23400,25000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG019,"Operative drainage of
Appendicular Abscess",SG019A,"Operative drainage of
Appendicular Abscess",15000,17600,18800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG020,Total Colectomy,SG020A,Total Colectomy- Open,48300,54900,58000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG020,Total Colectomy,SG020B,Lap,48300,54900,58000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG021,Hemi colectomy,SG021A,"Hemi colectomy Right-
Open",35200,40000,42200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG021,Hemi colectomy,SG021B,Right- Lap,35200,40000,42200,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG021,Hemi colectomy,SG021C,"Hemi colectomy Left-
Open",35200,40000,42200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG021,Hemi colectomy,SG021D,Left- Lap,35200,40000,42200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG022,"Operative
Management of
Volvulus of Large
Bowel",SG022A,"Operative Management of
Volvulus of Large Bowel",32900,37300,39400,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery",SG,SG023,Colostomy,SG023A,Colostomy,20000,23400,25000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery",SG,SG024,Closure of stoma,SG024A,Closure of stoma,16700,19600,20900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG025,Sigmoid Resection,SG025A,Sigmoid Resection,23100,27000,28900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG026,"Perineal Procedure for
Rectal Prolapse",SG026A,"Perineal Procedure for
Rectal Prolapse",18800,22000,23500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG027,"Abdominal Procedure
for Rectal Prolapse",SG027A,"Abdominal Procedure for
Rectal Prolapse - Open",20300,23700,25400,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG027,"Abdominal Procedure
for Rectal Prolapse",SG027B,Lap,20300,23700,25400,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG028,Rectal Polyp Excision,SG028A,Rectal Polyp Excision,10000,11700,12500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG029,"Anterior Resection of
rectum",SG029A,"Anterior Resection of
rectum- Open",50000,58500,62500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG029,"Anterior Resection of
rectum",SG029B,Lap,50000,58500,62500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG030,"Resection
Anastomosis",SG030A,"Resection Anastomosis -
Open",26700,31200,33300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG030,"Resection
Anastomosis",SG030B,Lap,26700,29300,33300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG031,"Procedure for Fissure
in Ano",SG031A,"Procedure for Fissure in
Ano",10000,11700,12500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG032,Haemorroidectomy,SG032A,without Stapler,12000,14100,15000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG032,Haemorroidectomy,SG032B,with Stapler,12000,14100,15000,"Haemorroid
Stapler one-
15000",15000,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG033,"Management of
Pilonidal Sinus",SG033A,"Management of Pilonidal
Sinus",5625,6600,7100,NA,NA,"LA - 5625
GA - 14125",,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG034,"Exicision of Sinus and
Curettage",SG034A,"Exicision of Sinus and
Curettage",5000,5900,6300,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG035,"Exploratory
Laparotomy",SG035A,Exploratory Laparotomy,11800,13800,14800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery,
Obstetrics &
Gynecology",SG,SG036,"Closure of Burst
Abdomen",SG036A,Closure of Burst Abdomen,15000,17600,18800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery",SG,SG037,Hepatic Resection,SG037A,Hepatic Resection- Open,37500,43900,46900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery",SG,SG037,Hepatic Resection,SG037B,Lap,37500,43900,46900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG038,"Operation
forAbdominal Hydatid
Cyst (Single Organ) -
Change in Name",SG038A,"Operation forAbdominal
Hydatid Cyst (Single
Organ) - Change in Name",21000,23100,26200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG039,Cholecystectomy,SG039A,"Without Exploration of
CBD - Open",31100,36400,38900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG039,Cholecystectomy,SG039B,"With Exploration of CBD -
Open",31100,36400,38900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG039,Cholecystectomy,SG039C,"Without Exploration of
CBD - Lap",31100,36400,38900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG039,Cholecystectomy,SG039D,"With Exploration of CBD -
Lap",31100,36400,38900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG040,"Operative
Cholecystostomy",SG040A,"Operative
Cholecystostomy-Open",11300,13200,14100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG040,"Operative
Cholecystostomy",SG040B,Lap,11300,13200,14100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG041,"Operation of
Choledochal Cyst",SG041A,"Operation of Choledochal
Cyst",31700,37100,39700,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG042,Splenectomy,SG042A,Splenectomy- Open,35200,40000,42200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG042,Splenectomy,SG042B,Lap,35200,40000,42200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG043,"Bypass - Inoperable
Pancreas",SG043A,"Bypass - Inoperable
Pancreas",62500,71000,75000,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery",SG,SG044,"Distal Pancreatectomy
with
Pancreatico
Jejunostomy",SG044A,"Distal
Pancreatectomy/Pancreati
co Jejunostomy
with/without
spleenlectomy",44600,50600,53500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG045,"PancreaticoDuodenect
omy (Whipple's)",SG045A,"PancreaticoDuodenectom
y (Whipple's)",125000,142000,150000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG046,"Porto Caval
Anastomosis",SG046A,Porto Caval Anastomosis,50000,56800,60000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG047,"Mesenteric Caval
Anastomosis",SG047A,"Mesenteric Caval
Anastomosis",48600,55200,58300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG048,"Mesenteric Cyst –
Excision",SG048A,"Mesenteric Cyst –
Excision",20700,24200,25800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery",SG,SG049,"Retroperitoneal Tumor
– Excision",SG049A,"Retroperitoneal Tumor –
Excision",39200,44600,47100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG050,Groin Hernia Repair,SG050A,Inguinal - Open,20000,23400,25000,"Mesh - 6 X 3 -
Polypropylene -
800",800,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG050,Groin Hernia Repair,SG050B,"Groin Hernia Repair
Inguinal - Lap.",20000,23400,25000,"Mesh - 6 X 3 -
Polypropylene -
1500",1500,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG050,Groin Hernia Repair,SG050C,Femoral - Open,20000,23400,25000,"Mesh - 15 X 15 -
Polypropylene -
2000",2000,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG050,Groin Hernia Repair,SG050D,Femoral - Lap,20300,23800,25400,"Mesh - 6 X 3 -
Polypropylene -
1500",2000,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG050,Groin Hernia Repair,SG050E,"Groin Hernia Repair
Obturator - Lap.",22900,26800,28600,"Tackers - 15000
Mesh - 15 X 15 -
2000","tackers-15000,
Mesh 15X15-2000",NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG051,Hernia - Ventral,SG051A,Epigastric,20000,23400,25000,"Mesh - 15 X 15 -
2000",2000,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG051,Hernia - Ventral,SG051B,Umbilical,25000,29300,31300,"Mesh - 15 X 15 -
2000",2000,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG051,Hernia - Ventral,SG051C,Paraumbilical,25000,29300,31300,"Mesh - 15 X 15 -
2000",2000,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG051,Hernia - Ventral,SG051D,Spigelian,25000,29300,31300,"Mesh - 15 X 15 -
2000",2000,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG052,"Repair of Incisional
Hernia",SG052A,"Repair of Incisional Hernia
Lap/Open",20300,23700,25400,"Mesh - 30 X 30 -
5000
or
Mesh - 15 X 15 -
2000","30X30-10000
15X15-2000",NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG053,"Hiatus Hernia Repair /
Fundoplication",SG053A,"Hiatus Hernia Repair -
Open",26300,30800,32900,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG053,"Hiatus Hernia Repair /
Fundoplication",SG053B,Hiatus Hernia Repair - Lap,26300,30800,32900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG053,"Hiatus Hernia Repair /
Fundoplication",SG053C,"Fundoplication - Open(+/-
Hiatus Hernia repair)",26300,30800,32900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG054,"Excision of cyst /
Sebaceous Cysts over
scrotum",SG054A,Single Cyst,2700,3100,3300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG054,"Excision of cyst /
Sebaceous Cysts over
scrotum",SG054B,Multiple Cysts,5000,5900,6300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG055,"Excision Filarial
Scrotum",SG055A,Excision Filarial Scrotum,8000,9400,10000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG056,"Operation for
Hydrocele",SG056A,"Operation for Hydrocele
(U/L)",10000,11700,12500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG057,"Epididymal Cyst /
Nodule Excision",SG057A,Epididymal Cyst excision,5300,6200,6600,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG057,"Epididymal Cyst /
Nodule Excision",SG057B,"Epididymal Nodule
excision",5300,6200,6600,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Urology",SG,SG058,Vasovasostomy,SG058A,Vasovasostomy,12000,14100,15000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery",SG,SG059,Orchidectomy,SG059A,Orchidectomy,12000,14100,15000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG060,"Inguinal Node
(dissection) - U/L",SG060A,"Inguinal Node (dissection) -
U/L",19800,23100,24700,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG061,"Estlander Operation
(lip)",SG061A,Estlander Operation (lip),18500,21000,22200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG062,"Operation for
Carcinoma Lip",SG062A,Wedge Excision,25100,28500,30100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG062,"Operation for
Carcinoma Lip",SG062B,"Wedge Excision and
Vermilionectomy",37500,42600,45000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG062,"Operation for
Carcinoma Lip",SG062C,Cheek advancement,37500,42600,45000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery",SG,SG063,"Complete Excision of
Growth from Tongue
only (inclusive of
Histopathology)",SG063A,"Complete Excision of
Growth from Tongue only
(inclusive of
Histopathology)",20900,23700,25000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG064,"Excision of Growth
from Tongue with neck
node dissection",SG064A,"Excision of Growth from
Tongue with neck node
dissection",39200,44500,47000,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG065,"Microlaryngoscopic
Surgery",SG065A,"Microlaryngoscopic
Surgery",18500,21700,23200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG066,"Submandibular Mass
Excision",SG066A,"Submandibular Mass
Excision",25000,28400,30000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology, ENT",SG,SG067,"Radical Neck
Dissection",SG067A,Radical Neck Dissection,33700,38300,40400,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery, ENT",SG,SG068,"Surgical removal of
Branchial Cyst/Sinus",SG068A,"Surgical removal of
Branchial Cyst/Sinus",20000,23400,25000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
CTVS",SG,SG069,"Carotid Body tumour -
Excision",SG069A,"Carotid Body tumour -
Excision",37500,42600,45000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery, ENT",SG,SG070,Thyroidectomy,SG070A,Hemi thyroidectomy,26300,30700,32800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery, ENT",SG,SG070,Thyroidectomy,SG070B,Total thyroidectomy,26300,30800,32900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery, ENT",SG,SG070,Thyroidectomy,SG070C,"Total Thyroidectomy with
Block Dissection",43600,49600,52400,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Pediatric
Surgery",SG,SG071,"Excision of
Parathyroid Adenoma
/ Carcinoma",SG071A,"Excision of Parathyroid
Adenoma/Carcinoma",25000,29300,31300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG072,Thymectomy,SG072A,Thymectomy,60000,68200,72000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG073,Sympathectomy,SG073A,"Sympathectomy-Unilateral
(U/L)",20700,23500,24800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG074,"Breast Lump Excision
(Benign)",SG074A,"Breast Lump Excision
(Benign)",10000,11700,12500,NA,NA,"LA - 10000
GA - 14000",,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG075,Mastectomy,SG075A,Simple Mastectomy,25000,29300,31300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG075,Mastectomy,SG075B,"Radical / Modified Radical
Mastectomy",32900,37300,39400,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG076,"Excision Mammary
Fistula",SG076A,Excision Mammary Fistula,12000,14100,15000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery, CTVS",SG,SG077,"Intercostal drainage
Only",SG077A,Intercostal drainage Only,5600,6500,7000,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG078,"Rib Resection &
Drainage",SG078A,Rib Resection & Drainage,20000,23400,25000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG079,Thoracoplasty,SG079A,Thoracoplasty,24400,28600,30500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG080,"Decortication
(Pleurectomy)",SG080A,"Decortication
(Pleurectomy)",33000,38700,41300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery,
Surgical
Oncology",SG,SG081,Lobectomy,SG081A,Thoracoscopic,32900,38400,41100,"Linear Cutter 3
cartidges-15000",15000,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery,
Surgical
Oncology",SG,SG081,Lobectomy,SG081B,Lobectomy-Open,32900,38400,41100,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG082,"Thoracoscopic
Segmental Resection",SG082A,"Thoracoscopic Segmental
Resection",39900,45300,47900,"Linear Cutter 3
cartidges-15000",15000,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG083,"Lung Hydatid Cyst
removal",SG083A,"Lung Hydatid Cyst
removal",26300,30800,32900,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery",SG,SG084,"Incision & Drainage of
Abscess",SG084A,"Incision & Drainage of
Abscess",5000,5900,6300,NA,NA,"LA - 5000
GA - 10000",,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG085,"Lipoma / Cyst / other
cutaneous swellings
Excision",SG085A,Lipoma Excision,5000,5900,6300,NA,NA,"LA - 5000
GA - 10000",,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG085,"Lipoma / Cyst / other
cutaneous swellings
Excision",SG085B,Cyst Excision,5000,5900,6300,NA,NA,"LA - 5000
GA - 10000",,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG085,"Lipoma / Cyst / other
cutaneous swellings
Excision",SG085C,"Other cutaneous swellings
Excision",5000,5900,6300,NA,NA,"LA - 5000
GA - 10000",,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG086,Debridement of Ulcer,SG086A,Debridement of Ulcer,5000,5900,6250,NA,NA,"LA - 5000
GA - 10000",,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology",SG,SG087,"Flap Reconstructive
Surgery",SG087A,"Flap Reconstructive
Surgery",36100,41000,43300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery, Plastic
&
Reconstructive
Surgery",SG,SG088,"Free Grafts - Wolfe
Grafts",SG088A,Free Grafts - Wolfe Grafts,31300,35500,37500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG089,"Tissue Reconstruction
Flap",SG089A,"Tissue Reconstruction
Flap",35200,40000,42200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery, Plastic
&
Reconstructive
Surgery,
Pediatric
Surgery",SG,SG090,"Split thickness skin
grafts",SG090A,Small (< 4% TBSA),18800,21300,22500,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Surgery, Plastic
&
Reconstructive
Surgery,
Pediatric
Surgery",SG,SG090,"Split thickness skin
grafts",SG090B,Medium (4 - 8% TBSA),18100,20600,21700,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery, Plastic
&
Reconstructive
Surgery,
Pediatric
Surgery",SG,SG090,"Split thickness skin
grafts",SG090C,Large (> 8% TBSA),20400,23200,24500,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Surgical
Oncology,
Plastic &
Reconstructive
Surgery",SG,SG091,"Skin Flaps - Rotation
Flaps",SG091A,"Skin Flaps - Rotation
Flaps",28800,32700,34600,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Orthopedics",SG,SG092,Tendon Transfer,SG092A,Tendon Transfer,25000,28400,30000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG093,"Lymphatics Excision
of Subcutaneous
Tissues In
Lymphoedema",SG093A,"Lymphatics Excision of
Subcutaneous Tissues In
Lymphoedema",15000,17600,18800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG094,"AV Fistula without
prosthesis",SG094A,"AV Fistula without
prosthesis",18400,21600,23000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG095,"Management of
Varicose Veins",SG095A,"Management of Varicose
Veins-Operative
management",16500,19400,20700,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery",SG,SG095,"Management of
Varicose Veins",SG095B,Minor sclerotherapy,5000,5900,6300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery,
Obstetrics &
Gynecology",SG,SG096,Biopsy,SG096A,Lymph Node,5000,5900,6300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery,
Obstetrics &
Gynecology",SG,SG096,Biopsy,SG096B,Endometrial Aspiration,2700,3100,3300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Surgery,
Pediatric
Surgery,
Obstetrics &
Gynecology",SG,SG096,Biopsy,SG096C,"Cervix Cancer screening
(PAP + Colposcopy)",2500,2900,3100,NA,NA,NA,,,,,,,,,,,,,,,,,,
